ID,StateID,Callsign,Use,Status,DigitalTone,Digital,VOIP,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,SquelchTone.Input,SquelchTone.Output
7950,49,KD7RBR,Open,On-Air,,,,40.2983017,-111.71900177,Utah,UT,"Orem, Point of the Mountain",442.6,447.6,162.2,
