ID,StateID,Callsign,Use,Status,SquelchTone,DigitalTone,Digital,Location.Latitude,Location.Longitude,Location.County,Location.State,Location.Local,Frequency.Input,Frequency.Output,VOIP.AllStar,VOIP.EchoLink,VOIP.IRLP,VOIP.Wires.ID
18818,32,W7DEM,Open,On-Air,,,,36.318217,-115.574933,Clark,NV,"North Las Vegas, Angel pk.",444.55,449.55,,,,21676
